campaignTitle,description,url,mainCategory,category,location,countryState,city,continent,valuta,creator,backed,comments,created,numSuccessfulCampaigns,numLiveCampaigns,pastSuccessRate,facebookFriends,goal,currency,campaignDuration,numCollaborators,totWordCount,mainVideo,numAdditionalVideos,numImages,viewGallery,success
Heritage Made Hero - Stand in Solidarity with our Veterans,,https://www.kickstarter.com/projects/877274186/heritage-made-hero-stand-in-solidarity-with-our-ve?ref=ending_soon,Crafts,Woodworking,"Washington, DC",Washington DC,Washington,North America,usd,"Jim Ramsey, US Army Retired",0,2,1,0,0,0.5,0,50000,usd,29.95833333,0,212,1,1,8,0,0
Bringing Others Happiness,,https://www.kickstarter.com/projects/878279001/bringing-others-happiness?ref=ending_soon,Art,Painting,"Greeneville, TN",Tennessee,Greeneville,North America,usd,Garrett Malone,0,2,1,0,0,0.5,0,10000,usd,30,0,655,1,0,0,0,0
Aussie 4x4 Free Mobile Game,,https://www.kickstarter.com/projects/878633456/aussie-4x4-free-mobile-game?ref=ending_soon,Games,Mobile Games,"Mount Coolum, AU",Australia,Mount Coolum,Oceania,aud,Timothy Kirkhope,5,2,1,0,0,0.5,225,3787.5,aud,35.51929398,0,388,1,0,5,0,0
Magic and Mystery of Irish Dance and Mythology - Illustrated,,https://www.kickstarter.com/projects/88145395/magic-and-mystery-of-irish-dance-and-mythology-ill?ref=ending_soon,Art,Illustration,"Grand Rapids, MI",Michigan,Grand Rapids,North America,usd,Lindsay Isenhart,1,2,1,0,0,0.5,623,7000,usd,30,0,593,1,0,0,0,0
BreakThrough Success,,https://www.kickstarter.com/projects/881563107/breakthrough-success?ref=ending_soon,Journalism,Learn more about accountability.,"Woodbridge, NJ",New Jersey,Woodbridge,North America,usd,Bryant,1,67,2,0,0,0,0,3000,usd,30,0,118,0,0,0,0,0
Crime thriller comic book (English & Deutsch),,https://www.kickstarter.com/projects/881945393/touch-1-mystery-crime-comic-series-english-and-deu?ref=ending_soon,Comics,Comic Books,"Denzlingen, Germany",Germany,Denzlingen,Europe,eur,HOK,6,2,1,1,0,0.5,141,636.73,eur,23.21958333,0,558,1,0,21,0,1
Last Day - A Romantic Comedy One Shot,,https://www.kickstarter.com/projects/882303977/last-day-a-romantic-comedy-one-shot?ref=ending_soon,Comics,Graphic Novels,"Randolph, MA",Massachusetts,Randolph,North America,usd,Jimmy Curtis,10,67,2,2,0,1,269,2500,usd,29.95833333,0,524,1,0,2,0,1
Musical stage (escenario musical),,https://www.kickstarter.com/projects/884986478/musical-stage-escenario-musical?ref=ending_soon,Music,Latin,"Libres, Mexico",Mexico,Libres,North America,mxd,JUAN,0,67,2,0,0,0,0,968.47,mxd,44.95833333,0,476,1,0,5,0,0
TRUMP IMMIGRATION SONGS,,https://www.kickstarter.com/projects/885433108/trump-immigration-songs?ref=ending_soon,Music,Latin,"New York, NY",New York,New York,North America,usd,AMERICANOMAR,0,2,1,0,0,0.5,479,3000,usd,24.95833333,0,102,0,0,0,0,0
"With Rescue LOOP - Keep the Heels, Lose the Pain",,https://www.kickstarter.com/projects/886237331/with-rescue-loop-keep-the-heels-lose-the-pain?ref=ending_soon,Design,Product Design,"New York, NY",New York,New York,North America,usd,ilaria,0,2,1,1,0,0.5,0,11000,usd,30.95833333,0,2422,0,0,13,1,1
Wizard's WARdrobe (Canceled),,https://www.kickstarter.com/projects/886336922/wizards-wardrobe-a-wizard-building-and-battling-ga?ref=ending_soon,Games,Tabletop Games,"Roberts Creek, Canada",Canada,Roberts Creek,North America,cad,Game Point,32,150,2,1,0,1,630,17650.85,cad,37.0662037,0,4094,1,3,35,0,0
Kodiak Leather - Buffalo Leather Satchel,,https://www.kickstarter.com/projects/886384381/kodiak-leather-buffalo-leather-satchel-briefcase-w?ref=ending_soon,Fashion,Accessories,"Lindon, UT",Utah,Lindon,North America,usd,Jared Morse,4,126,1,1,0,0.5,846,5000,usd,30,0,1615,1,1,41,0,1
Help Create the Newest Viral Dance Craze and Birthday Anthem,,https://www.kickstarter.com/projects/887384190/help-create-the-newest-viral-dance-craze-and-birth?ref=ending_soon,Music,Hip-Hop,"Natchez, MS",Mississippi,Natchez,North America,usd,Marbo Beatz Productions LLC,0,2,1,0,0,0.5,5000,2500,usd,30,0,265,1,0,0,0,0
The Passion Preacher,,https://www.kickstarter.com/projects/889026760/the-passion-preacher?ref=ending_soon,Film & Video,Comedy,"Los Angeles, CA",California,Los Angeles,North America,usd,Doug Jacobson,6,2,1,1,0,0.5,0,5000,usd,29.95833333,0,494,1,6,2,0,1
RV Revival - TV Show,,https://www.kickstarter.com/projects/890098483/rv-revival-tv-show?ref=ending_soon,Film & Video,Television,"Denver, CO",Colorado,Denver,North America,usd,Cheese and Crackers,1,67,1,0,0,0.5,0,15000,usd,34.95833333,0,885,1,0,0,0,0
Photography journey around the word,,https://www.kickstarter.com/projects/890274787/photography-journey-around-the-word?ref=ending_soon,Photography,Places,"Miami Beach, FL",Florida,Miami Beach,North America,usd,J,0,2,1,0,0,0.5,0,3750,usd,19.95833333,0,249,0,0,0,0,0
Paranormal Romance Trilogy Marketing Campaign,,https://www.kickstarter.com/projects/891357571/paranormal-romance-trilogy-marketing-campaign?ref=ending_soon,Publishing,Fiction,"Wethersfield, CT",Connecticut,Wethersfield,North America,usd,Glenn Maynard,0,2,1,1,0,0.5,1460,1700,usd,59.95833333,0,427,1,0,5,0,1
Apple Tart Series,,https://www.kickstarter.com/projects/891530501/apple-tart-series?ref=ending_soon,Publishing,Children's Books,"Los Angeles, CA",California,Los Angeles,North America,usd,Thu Vo,0,2,1,0,0,0.5,0,25000,usd,30,0,1045,1,0,12,0,0
The Dead Of Night (Canceled),,https://www.kickstarter.com/projects/893119153/the-dead-of-night?ref=ending_soon,Film & Video,Horror,"Los Angeles, CA",California,Los Angeles,North America,usd,Carshenah Jefferson,0,2,1,0,0,0.5,992,10000,usd,13.96399306,0,1163,1,0,0,0,0
Cornhole Covers: Any Board. Any Design. Any Time. (Canceled),,https://www.kickstarter.com/projects/894132225/cornhole-covers-any-board-any-design-any-time?ref=ending_soon,Design,Product Design,"Arlington, VA",Virginia,Arlington,North America,usd,Andrew Plofchan,10,1,1,0,0,0.5,0,30000,usd,31.95833333,0,739,1,2,14,0,0
KREMLIN CODE: Delta Foxy ’êÅç’•_äŒ’êÎµ’êÎ_’êÎ_’•Åê USA Zombie,,https://www.kickstarter.com/projects/894777287/kremlin-code-delta-foxy-usa-zombie?ref=ending_soon,Games,Mobile Games,"Espa’ÛÎ±a, Spain",Spain,Espa’ÛÎ±a,Europe,eur,David,1,99,3,0,0,0,0,530.61,eur,29.95833333,0,585,1,0,0,0,0
Confident Brand,,https://www.kickstarter.com/projects/894830804/confident-brand?ref=ending_soon,Fashion,Learn more about accountability.,"Detroit, MI",Michigan,Detroit,North America,usd,Jovaun Royal,0,2,1,0,0,0.5,0,2500,usd,59.95833333,0,125,0,0,0,0,0
First EP: Poison,,https://www.kickstarter.com/projects/895234688/first-ep-poison?ref=ending_soon,Music,Music,"Oneonta, NY",New York,Oneonta,North America,usd,McKenna Gallinari,0,2,1,0,0,0.5,212,500,usd,58.47793981,0,269,1,0,0,0,0
TakeMeWithYer - Lost Cosmonaut & Midnight Eleven [Double CD],,https://www.kickstarter.com/projects/895507103/takemewithyer-lost-cosmonaut-and-midnight-eleven-d?ref=ending_soon,Music,Music,"Seattle, WA",Washington,Seattle,North America,usd,Braden Gillispie,1,2,1,1,0,0.5,211,300,usd,14,0,441,1,0,0,0,1
Build your own solid state high power RF amplifier,,https://www.kickstarter.com/projects/896109729/build-your-own-solid-state-high-power-rf-amplifier?ref=ending_soon,Technology,DIY Electronics,"Abiquiu, NM",New Mexico,Abiquiu,North America,usd,Alexander Kalish,1,67,2,0,0,0,0,5000,usd,30,0,869,1,0,0,1,0
Documentary on the gravity defying graffiti artist: Expert,,https://www.kickstarter.com/projects/897031058/documentary-on-the-gravity-defying-graffiti-artist?ref=ending_soon,Film & Video,Film & Video,"Richmond, VA",Virginia,Richmond,North America,usd,John Ware,0,2,1,0,0,0.5,219,10000,usd,30,0,94,0,0,0,0,0
Dance for Me,,https://www.kickstarter.com/projects/897246632/dance-for-me?ref=ending_soon,Film & Video,Thrillers,"Leeds, UK",United Kingdom,Leeds,Europe,gbp,Rose Powell,0,2,1,1,0,0.5,1190,625.3,gbp,29.95833333,0,797,1,0,14,0,1
Decorative Brass Wire Balls and Lights by Brightwire Designs,,https://www.kickstarter.com/projects/897753943/decorative-brass-wire-balls-and-lights-by-brightwi?ref=ending_soon,Design,Product Design,"Troy, MI",Michigan,Troy,North America,usd,Michael O'Reilly,13,67,2,0,0,0,389,10000,usd,15,0,687,1,0,2,1,0
Lenny & the Lemonade Stand: A children's book for adult kids,,https://www.kickstarter.com/projects/897934342/lenny-and-the-lemonade-stand-a-childrens-book-for?ref=ending_soon,Publishing,Children's Books,"San Francisco, CA",California,San Francisco,North America,usd,Brian Gilan and Seth Armistead,1,168,1,1,0,0.5,1459,3000,usd,29.95833333,0,667,1,0,20,0,1
Call of the Wild,,https://www.kickstarter.com/projects/898081550/call-of-the-wild-1?ref=ending_soon,Games,Video Games,"Cardiff, UK",United Kingdom,Cardiff,Europe,gbp,Dark Wolf Game Studios,0,2,1,0,0,0.5,200,125060,gbp,29.95833333,0,748,1,0,10,0,0
Joel Robert Kaiser ’¢_äŒ_—ù Call It Pity EP,,https://www.kickstarter.com/projects/898888238/joel-robert-kaiser-call-it-pity-ep?ref=ending_soon,Music,Indie Rock,"Lynchburg, VA",Virginia,Lynchburg,North America,usd,Joel Robert Kaiser,6,2,1,0,0,0.5,2271,6500,usd,29.95833333,0,1091,1,0,4,0,0
The Chronicles of Tampon Man. Volume 1 - The Red Sea Scrolls,,https://www.kickstarter.com/projects/898944867/the-chronicles-of-tampon-man-volume-1-the-red-sea?ref=ending_soon,Comics,Comic Books,"Charlotte, NC",North Carolina,Charlotte,North America,usd,Ken,6,99,1,1,0,0.5,0,3800,usd,31.48575231,0,332,1,0,16,0,1
"Toosum 100-calorie, gluten-free, super-tasty oatmeal bars",,https://www.kickstarter.com/projects/900829310/toosum-100-calorie-gluten-free-super-tasty-oatmeal?ref=ending_soon,Food,Food,"Seattle, WA",Washington,Seattle,North America,usd,Peter Guyer,0,2,1,0,0,0.5,405,14950,usd,44.95833333,0,836,1,0,6,0,0
Demo/Prototype for a Revolutionary Game Idea: 'Tahan',,https://www.kickstarter.com/projects/900950188/demo-prototype-for-a-revolutionary-game-idea-tahan?ref=ending_soon,Games,Video Games,"Adelaide, AU",Australia,Adelaide,Oceania,aud,Ethan Tattersall,0,2,1,0,0,0.5,1023,7575,aud,30,0,2128,0,0,0,0,0
Emotions on Canvas,,https://www.kickstarter.com/projects/901090885/emotions-on-canvas?ref=ending_soon,Art,Digital Art,"Greenville, SC",South Carolina,Greenville,North America,usd,Erik Hodgson,0,2,1,1,0,0.5,0,350,usd,29.95833333,0,96,0,0,0,0,1
The Future Of Guitar Pickups!,,https://www.kickstarter.com/projects/901234039/the-future-of-guitar-pickups?ref=ending_soon,Technology,Sound,"Katy, TX",Texas,Katy,North America,usd,CJ Grubb,0,67,2,0,0,0,0,5000,usd,29.95833333,0,283,0,0,0,0,0
"""Mad Thoughts"": the two-basses album project",,https://www.kickstarter.com/projects/901504296/mad-thoughts-the-two-basses-album-project?ref=ending_soon,Music,Jazz,"Pescara, Italy",Italy,Pescara,Europe,eur,Daniel Panara,0,2,1,0,0,0.5,1125,10612.2,eur,30,0,225,1,0,0,0,0
Mermaid Precinct,,https://www.kickstarter.com/projects/902770045/mermaid-precinct?ref=ending_soon,Publishing,Fiction,"New York, NY",New York,New York,North America,usd,Keith R.A. DeCandido,16,145,5,4,0,0.75,4951,5000,usd,30,0,882,1,0,3,0,1
Goliath - A Historical Fencing and HEMA Comic,,https://www.kickstarter.com/projects/903504230/goliath-an-historical-fencing-comic?ref=ending_soon,Comics,Comic Books,"Kenosha, WI",Wisconsin,Kenosha,North America,usd,Emma King (with James Reilly),0,2,1,1,0,0.5,0,2400,usd,30,0,227,1,0,0,0,1
"""El Sue’ÛÎ±o Americano"" Feature Film",,https://www.kickstarter.com/projects/904155934/el-sueno-americano-feature-film?ref=ending_soon,Film & Video,Drama,"San Antonio, El Paso, TX",Texas,El Paso,North America,usd,Alexis Flores,1,1,6,1,0,0.2,184,7000,usd,44.95833333,0,480,1,6,4,0,0
REFLECTING: A feel-good film about people and relationships,,https://www.kickstarter.com/projects/90618317/reflecting-a-feel-good-film-about-people-and-relat?ref=ending_soon,Film & Video,Family,"Oakland, CA",California,Oakland,North America,usd,Brandyn D Johnson,5,2,2,1,0,0,1378,8000,usd,30,0,308,1,0,4,0,1
Speak No Evil - Issue #3,,https://www.kickstarter.com/projects/906293113/speak-no-evil-issue-3?ref=ending_soon,Comics,Comic Books,"Houston, TX",Texas,Houston,North America,usd,Gray Bear Comics,18,48,3,3,0,1,0,4800,usd,30,0,1020,1,0,21,0,1
Chess of Blades - A BL (Yaoi) Visual Novel,,https://www.kickstarter.com/projects/907216825/chess-of-blades-a-boys-love-visual-novel?ref=ending_soon,Games,Video Games,"Bloomington, IN",Indiana,Bloomington,North America,usd,Argent Games,0,62,2,1,0,1,0,13000,usd,29.95833333,0,1386,1,2,31,0,0
This Fan Girl - End of Season Exhibition,,https://www.kickstarter.com/projects/907366196/this-fan-girl-end-of-season-exhibition?ref=ending_soon,Photography,People,"London, UK",United Kingdom,London,Europe,gbp,This Fan Girl,0,2,1,1,0,0.5,0,4377.1,gbp,30,0,786,0,0,18,0,1
Pleistocene Park: An Ice Age Ecosystem To Save The World,,https://www.kickstarter.com/projects/907484977/pleistocene-park-an-ice-age-ecosystem-to-save-the?ref=ending_soon,Design,Civic Design,"Yakutsk, Russia",Russia,Yakutsk,Asia,usd,"The Pleistocene Park Foundation, Inc",0,2,1,1,0,0.5,0,106000,usd,29.95833333,2,2565,0,0,22,0,1
M.A.D. a Web Series,,https://www.kickstarter.com/projects/907613497/mad-a-web-series?ref=ending_soon,Film & Video,Drama,"Elko, NV",Nevada,Elko,North America,usd,Tempest Films,0,2,1,0,0,0.5,0,2000,usd,39.97912037,0,127,1,0,0,0,0
The Ginger Snapped - A new album by Jinkx Monsoon,,https://www.kickstarter.com/projects/909098160/the-ginger-snapped-a-new-album-by-jinkx-monsoon?ref=ending_soon,Music,Rock,"Seattle, WA",Washington,Seattle,North America,usd,Jinkx Monsoon,0,2,1,1,0,0.5,0,20000,usd,44.95833333,0,1144,1,0,0,0,1
Stronghold on the Borderlands *48 HOURS LEFT*!,,https://www.kickstarter.com/projects/909363677/stronghold-on-the-borderlands?ref=ending_soon,Games,Tabletop Games,"Murray, KY",Kentucky,Murray,North America,usd,Jeremy Gosser,0,31,1,0,0,0.5,157,5500,usd,29.95833333,0,916,1,1,16,0,0
Zebulon: Galactic Control,,https://www.kickstarter.com/projects/909443834/zebulon-galactic-control?ref=ending_soon,Games,Tabletop Games,"Abbotsford, Canada",Canada,Abbotsford,North America,cad,Brandon Monahan & Jacob Hardin,20,77,1,1,0,0.5,263,6384.35,cad,29.95833333,0,728,0,2,37,0,1
Innovation Blue - SPECIAL EDITION,,https://www.kickstarter.com/projects/910678389/innovation-blue-special-edition?ref=ending_soon,Games,Playing Cards,"Aurora, CO",Colorado,Aurora,North America,usd,Jody Eklund,50,72,7,6,0,0.833333333,381,5000,usd,15,0,1357,1,0,14,0,1
Osiris: The $65 Smart Water Monitor,,https://www.kickstarter.com/projects/910764625/osiris-the-65-smart-water-monitor?ref=ending_soon,Technology,Hardware,"Chandler, AZ",Arizona,Chandler,North America,usd,"AZ Electronic APPS, LLC",6,85,3,1,0,0,186,6500,usd,29.95833333,0,813,1,0,19,1,1
Loading,,https://www.kickstarter.com/projects/911329449/loading?ref=ending_soon,Technology,Technology,"Sagunto, Spain",Spain,Sagunto,Europe,eur,Gabriel Mihai,0,2,1,0,0,0.5,1012,68979.3,eur,30,0,1211,0,0,0,0,0
Peces en el Agua,,https://www.kickstarter.com/projects/911405617/peces-en-el-agua?ref=ending_soon,Film & Video,Drama,"Mexico City, Mexico",Mexico,Mexico City,North America,mxd,Juan Manuel Mancilla,0,2,1,1,0,0.5,0,2690.2,mxd,30,0,648,1,0,18,0,1
Not My President - The Board Game,,https://www.kickstarter.com/projects/913742155/not-my-president-the-board-game?ref=ending_soon,Games,Tabletop Games,"Washington, DC",Washington DC,Washington,North America,usd,Just Jokes LLC,5,2,1,0,0,0.5,0,5000,usd,30,0,645,1,0,11,0,0
Veteran Owned PITBULL BBQ Food Truck,,https://www.kickstarter.com/projects/914459551/veteran-owned-pitbull-bbq-food-truck?ref=ending_soon,Food,Food Trucks,"Cincinnati, OH",Ohio,Cincinnati,North America,usd,Anthony Minderman,0,2,1,0,0,0.5,0,60000,usd,29.95833333,0,181,0,0,0,0,0
The modern trend in fashion design for the new and upbeat.,,https://www.kickstarter.com/projects/914559792/the-modern-trend-in-fashion-design-for-the-new-and?ref=ending_soon,Fashion,Accessories,"Singapore, Singapore",Singapore,Singapore,Asia,sd,Caroline,0,2,1,0,0,0.5,0,25026.82,sd,30,0,233,1,0,5,0,0
A Beard Grows In Brooklyn - A Single Take Hipster Web Series,,https://www.kickstarter.com/projects/914751077/a-beard-grows-in-brooklyn-a-single-take-hipster-we?ref=ending_soon,Film & Video,Webseries,"Brooklyn, NY",New York,Brooklyn,North America,usd,Luka Glinsky,5,2,1,1,0,0.5,1387,15000,usd,29.95833333,0,2079,1,0,12,0,1
Bottom Of My Heart,,https://www.kickstarter.com/projects/915461656/bottom-of-my-heart?ref=ending_soon,Fashion,Fashion,"Seattle, WA",Washington,Seattle,North America,usd,Lucas Kim,0,2,1,0,0,0.5,0,500,usd,29.95833333,0,141,1,0,0,0,0
This mad woman - Fameuze dames,,https://www.kickstarter.com/projects/916254230/this-mad-woman-fameuze-dames?ref=ending_soon,Publishing,Fiction,"Amsterdam, Netherlands",Netherlands,Amsterdam,Europe,eur,Cato van Aa,0,2,1,1,0,0.5,9,2653.05,eur,38.31967593,0,769,1,0,2,0,1
Universal Electronic Bike Shifting System,,https://www.kickstarter.com/projects/916546680/universal-electronic-bike-shifting-system?ref=ending_soon,Technology,Gadgets,"Greenville, SC",South Carolina,Greenville,North America,usd,Carl,0,2,1,0,0,0.5,0,1.00E+05,usd,44.95833333,0,1459,0,0,4,1,0
"Obra de Teatro ""Feroz""",,https://www.kickstarter.com/projects/916795171/obra-de-teatro-feroz?ref=ending_soon,Theater,Comedy,"Mexico, Mexico",Mexico,Mexico,North America,mxd,Rebeca Herrera Mart’ÛÎ_nez,0,2,1,0,1,0.5,2178,807.06,mxd,30,0,380,1,0,0,0,0
Savia Atmospheric Fountains & Rivers,,https://www.kickstarter.com/projects/917335967/savia-atmospheric-fountains-and-rivers?ref=ending_soon,Technology,Technology,"Seville, Spain",Spain,Seville,Europe,eur,Fernando Bourrellier,0,2,1,0,0,0.5,8,42448.8,eur,30,0,1844,1,0,23,0,0
DanceBook - Live Dance School Online (Canceled),,https://www.kickstarter.com/projects/918005662/dancebook-live-dance-school-online?ref=ending_soon,Dance,Residencies,"Bradenton, FL",Florida,Bradenton,North America,usd,Dimitri Kuchin,0,2,1,0,0,0.5,321,23000,usd,30,0,646,1,4,0,0,0
"Hellbender ""Hits the road!""",,https://www.kickstarter.com/projects/918058634/hellbender-hits-the-road?ref=ending_soon,Music,Metal,"Petaluma, CA",California,Petaluma,North America,usd,Greg,0,2,1,1,0,0.5,1224,2500,usd,30,0,146,1,0,0,0,1
"Alice Mode, read your clothes",,https://www.kickstarter.com/projects/918590776/alice-mode-read-your-clothes?ref=ending_soon,Fashion,Ready-to-wear,"Milan, Italy",Italy,Milan,Europe,eur,Beatrice Spada,0,2,1,0,0,0.5,0,31836.6,eur,35,0,1071,1,0,18,0,0
Wolfgang Stiller Monographie,,https://www.kickstarter.com/projects/919009155/wolfgang-stiller-monographie?ref=ending_soon,Publishing,Art Books,"Berlin, Germany",Germany,Berlin,Europe,eur,Wolfgang Stiller,0,2,1,0,0,0.5,0,19101.96,eur,39.95833333,0,389,1,0,23,0,0
Jonny Hetherington Essentials Premium Ketchup Trio,,https://www.kickstarter.com/projects/919123256/jonny-hetherington-essentials-premium-ketchup-trio?ref=ending_soon,Food,Small Batch,"Vancouver, Canada",Canada,Vancouver,North America,cad,Jonny Hetherington,1,67,2,2,0,1,4549,2628.85,cad,23.6333912,0,1035,1,0,15,0,1
Moonkissdesigns Designer,,https://www.kickstarter.com/projects/919504645/moonkissdesigns-designer?ref=ending_soon,Fashion,Accessories,"Sarasota, FL",Florida,Sarasota,North America,usd,Amanda Duenskie,0,2,1,0,0,0.5,474,100,usd,29.95833333,0,93,0,0,0,0,0
Crooked Philosophy by Bill Barrett and Marcus Watkins,,https://www.kickstarter.com/projects/920792385/crooked-philosophy-by-bill-barrett-and-marcus-watk?ref=ending_soon,Music,Jazz,"Los Angeles, CA",California,Los Angeles,North America,usd,Marcus Watkins,0,2,1,1,0,0.5,774,1500,usd,20,0,218,1,0,0,0,1
El Sol de la ma’ÛÎ±ana,,https://www.kickstarter.com/projects/920889185/el-sol-de-la-manana?ref=ending_soon,Film & Video,Documentary,"Saltillo, Mexico",Mexico,Saltillo,North America,mxd,Los Revueltas,0,2,1,1,0,0.5,0,1076.08,mxd,30,0,396,1,0,0,0,1
The Beat of the Bat,,https://www.kickstarter.com/projects/921452605/the-beat-of-the-bat?ref=ending_soon,Film & Video,Documentary,"Burbank, CA",California,Burbank,North America,usd,Pat Evans,0,145,1,0,0,0.5,229,25000,usd,29.52266204,0,1019,0,6,16,0,0
Trudy Walker Plush Doll,,https://www.kickstarter.com/projects/921738588/trudy-walker-plush-doll?ref=ending_soon,Crafts,Crafts,"Gloucestershire, UK",United Kingdom,Gloucestershire,Europe,gbp,Koit,0,2,1,0,0,0.5,318,7503.6,gbp,30,0,146,1,0,0,0,0
The World's Best Smelling Sunscreens,,https://www.kickstarter.com/projects/921777988/the-worlds-best-smelling-sunscreens?ref=ending_soon,Design,Product Design,"Sydney, AU",Australia,Sydney,Oceania,aud,Locals Only Sunscreen,0,2,1,0,0,0.5,1033,15150,aud,30,0,200,1,0,0,0,0
Multi-genre work of Fiction and Poetry at olamideojo.com,,https://www.kickstarter.com/projects/923597401/multi-genre-work-of-fiction-and-poetry-at-olamideo?ref=ending_soon,Publishing,Fiction,"Las Vegas, NV",Nevada,Las Vegas,North America,usd,Olamide ojo,0,67,2,0,0,0,1025,8000,usd,30,0,234,0,0,0,0,0
Tycoon: the AR billionaire simulator game,,https://www.kickstarter.com/projects/924790083/tycoon-the-ar-billionaire-simulator-game?ref=ending_soon,Games,Mobile Games,"London, Canada",Canada,London,North America,cad,AppArt Software,0,2,1,0,0,0.5,0,16524.2,cad,36,0,1382,1,0,25,0,0
Operation Stella Polaris,,https://www.kickstarter.com/projects/927405499/operation-stella-polaris?ref=ending_soon,Publishing,Nonfiction,"Malm’ÛÎ_, Sweden",Sweden,Malm’ÛÎ_,Europe,sek,Johanna Parikka Altenstedt,0,2,1,0,0,0.5,870,24337.28,sek,45.29447917,0,2517,0,0,9,0,0
Adventure Of A Lifetime,,https://www.kickstarter.com/projects/927540245/ever-eternal-travel?ref=ending_soon,Film & Video,Webseries,"Spokane, WA",Washington,Spokane,North America,usd,Rob Devenish,0,2,1,0,0,0.5,0,75000,usd,35,0,281,0,0,0,0,0
Dock!me,,https://www.kickstarter.com/projects/927692623/dockme?ref=ending_soon,Technology,Gadgets,"Berlin, Germany",Germany,Berlin,Europe,eur,Elina Dreiling,0,1,1,0,0,0.5,843,10612.2,eur,44.95833333,0,582,1,0,29,0,0
3D print Easter Bunny of your kid's face!,,https://www.kickstarter.com/projects/929243138/3d-print-easter-bunny-of-your-kids-face?ref=ending_soon,Technology,3D Printing,"Hong Kong, Hong Kong",Hong Kong,Hong Kong,Asia,hkd,Ken of Poesis,0,67,2,2,0,1,0,643.19,hkd,3.994560185,0,298,1,0,9,0,1
When darkness comes,,https://www.kickstarter.com/projects/930482282/when-darkness-comes?ref=ending_soon,Publishing,Fiction,"Denver, CO",Colorado,Denver,North America,usd,Vadim Yudkovsky,0,2,1,0,0,0.5,11,1000,usd,30,0,1986,0,0,0,0,0
3D Murals,,https://www.kickstarter.com/projects/931143841/3d-murals?ref=ending_soon,Art,Public Art,"Minneapolis, MN",Minnesota,Minneapolis,North America,usd,Theatre in the Round Players,0,2,1,1,0,0.5,0,50000,usd,30,0,728,0,0,3,0,1
Ain't That Life 1,,https://www.kickstarter.com/projects/931284040/aint-that-life-1?ref=ending_soon,Music,Country & Folk,"Nashville, TN",Tennessee,Nashville,North America,usd,Jessica Andrews,0,67,2,1,0,1,0,10,usd,46.34486111,0,7,0,0,0,0,0
Chef Tanya's Kitchen: Vegan Lunch Counter & Deli,,https://www.kickstarter.com/projects/931790197/chef-tanyas-kitchen-vegan-lunch-counter-and-deli?ref=ending_soon,Food,Vegan,"Palm Springs, CA",California,Palm Springs,North America,usd,Tanya Petrovna,1,67,1,1,0,0.5,0,20000,usd,29.95833333,0,751,1,1,7,0,1
"Paint, Stream, Teach, and Share | Art Project",,https://www.kickstarter.com/projects/932489543/paint-stream-teach-and-share-art-project?ref=ending_soon,Art,Painting,"Newport News, VA",Virginia,Newport News,North America,usd,Brett Winn,0,2,1,0,0,0.5,0,2999,usd,29.95833333,0,266,1,0,8,0,0
Hot Java!,,https://www.kickstarter.com/projects/93282003/hot-java?ref=ending_soon,Food,Drinks,"Naperville, IL",Illinois,Naperville,North America,usd,Ryan Wilson,0,2,1,0,0,0.5,2745,8000,usd,59.95833333,0,535,0,0,0,0,0
Songs of Lament,,https://www.kickstarter.com/projects/933609764/songs-of-lament?ref=ending_soon,Music,Faith,"Minneapolis, MN",Minnesota,Minneapolis,North America,usd,Rachel Wilhelm,4,67,1,1,0,0.5,613,9000,usd,30,0,914,1,0,2,0,1
The Dating Game,,https://www.kickstarter.com/projects/9345821/the-dating-game?ref=ending_soon,Games,Live Games,"London, UK",United Kingdom,London,Europe,gbp,BLOCK STOP,0,2,1,0,0,0.5,0,10004.8,gbp,31.04423611,0,293,1,0,4,0,0
UrbanX | Convert Any Bike to an Electric Bike in 60 Seconds,,https://www.kickstarter.com/projects/934648866/urbanx-convert-any-bike-to-an-electric-bike-in-60?ref=ending_soon,Design,Product Design,"New York, NY",New York,New York,North America,usd,UrbanX Team,0,37,1,1,0,0.5,0,50000,usd,41,0,2069,0,1,69,0,1
Juniper Tree Juice Bar,,https://www.kickstarter.com/projects/935695870/juniper-tree-juice-bar?ref=ending_soon,Food,Drinks,"Elverson, PA",Pennsylvania,Elverson,North America,usd,Laura Parker,0,2,1,0,0,0.5,0,5000,usd,29.88383102,0,418,0,0,4,0,0
The Revolution Inversion,,https://www.kickstarter.com/projects/936490250/the-revolution-inversion?ref=ending_soon,Publishing,Nonfiction,"Sioux City, IA",Iowa,Sioux City,North America,usd,Dan Barnes,0,2,1,0,0,0.5,1536,30000,usd,30,0,496,0,0,0,0,0
Figment - A Short Film,,https://www.kickstarter.com/projects/939356363/figment-a-short-film?ref=ending_soon,Film & Video,Shorts,"Long Beach, CA",California,Long Beach,North America,usd,David Gutel,7,99,1,1,0,0.5,1286,3000,usd,29.95833333,0,734,1,0,17,0,1
Foreshadows of Another Life,,https://www.kickstarter.com/projects/939440728/foreshadows-of-another-life?ref=ending_soon,Publishing,Anthologies,"Rochester, NY",New York,Rochester,North America,usd,Vickey & Bob Beaver/Obatron Productions,57,55,4,3,0,0.666666667,0,120,usd,6.99681713,0,2023,1,0,0,0,1
