campaignTitle,description,url,mainCategory,category,location,countryState,city,continent,valuta,creator,backed,comments,created,numSuccessfulCampaigns,numLiveCampaigns,pastSuccessRate,facebookFriends,goal,currency,campaignDuration,numCollaborators,totWordCount,mainVideo,numAdditionalVideos,numImages,viewGallery,success
Help Jonathan White Record An Album!,I'm recording my very first solo album in Washington and I need your help!!,https://www.kickstarter.com/projects/1558769496/help-jonathan-white-record-an-album?ref=ending_soon,Music,Music,"Ardmore, OK",Oklahoma,Ardmore,North America,usd,Jonathan White,0,2,1,1,0,0.5,0,2000,usd,30,0,186,1,0,2,0,1
The Adventure of Cubbie Bear Project,A one of a kind Teddy Bear's adventure. From finding a loving family to travelling the world. A one of a kind Children's book.,https://www.kickstarter.com/projects/1559736959/the-adventure-of-cubbie-bear-project?ref=ending_soon,Publishing,Children's Books,"Aurora, IL",Illinois,Aurora,North America,usd,Kaitlyn,0,67,2,0,0,0,72,2000,usd,45,0,191,1,0,0,0,0
Raspberry Pi Water Gun Kit,Turn your Raspberry Pi into a wireless water gun! An educational kit for the ambitious youth and young-at-heart. Recommended ages 12+.,https://www.kickstarter.com/projects/1559921240/raspberry-pi-water-gun-kit?ref=ending_soon,Technology,DIY Electronics,"Salt Lake City, UT",Utah,Salt Lake City,North America,usd,Joe Hoskisson,3,2,1,0,0,0.5,0,7500,usd,21,0,919,1,0,0,0,0
The New Normall Album,I am a 12 year old drummer and producer working on my second album and first solo project.,https://www.kickstarter.com/projects/1561972461/the-new-normall-album?ref=ending_soon,Music,Electronic Music,"Sacramento, CA",California,Sacramento,North America,usd,KDence,0,2,1,0,0,0.5,0,5280,usd,60,0,359,1,3,8,0,0
Marbles: The Day in the Life of a Top Dog Marbleist,"In the Marble world, Marbleist are like Rock Stars, equipped with their own Sidekicks (caddies), paparazzi and Marble groupies.",https://www.kickstarter.com/projects/1562436196/marbles-the-day-in-the-life-of-a-top-dog-marbleist?ref=ending_soon,Film & Video,Comedy,"San Diego, CA",California,San Diego,North America,usd,Arthur,0,2,1,0,0,0.5,0,70000,usd,45,0,649,1,0,8,0,0
Gem City Catfe and Community Space,"Gem City Catfe is a comfortable coffee house in Dayton, OH, home to adoptable rescue cats, with a community focus.",https://www.kickstarter.com/projects/1562944718/gem-city-catfe-daytons-cat-cafe-and-community-spac?ref=ending_soon,Food,Spaces,"Dayton, OH",Ohio,Dayton,North America,usd,Karin Gudal-Johnson,10,38,1,1,0,0.5,768,20000,usd,30,0,1444,1,0,12,0,1
Philadelphia Dreaming Todd O Album,Creating a celtic jazz rock album and looking for some financial help to complete the album and market it well.,https://www.kickstarter.com/projects/1563097864/philadelphia-dreaming-todd-o-album?ref=ending_soon,Music,World Music,"Philadelphia, PA",Pennsylvania,Philadelphia,North America,usd,Todd Omohundro,0,2,1,0,0,0.5,0,3000,usd,60,0,161,1,0,0,0,0
WhiteGurl Vodka,"WhiteGurl Vodka is the epitome of elegance and class. It represents every flavor of women. The Way It looks, Matches The Way It Taste",https://www.kickstarter.com/projects/1563179219/whitegurl-vodka?ref=ending_soon,Food,Drinks,"Los Angeles, CA",California,Los Angeles,North America,usd,Maushel LLC,0,2,1,0,0,0.5,0,50000,usd,21,0,184,1,0,0,0,0
Havenwood Horror: Nightfall at Camp Havenwood,"Nightfall at Camp Havenwood is a Co-operative, Survival-Horror themed programming game for 1-5 players, set at a summer camp in 1985.",https://www.kickstarter.com/projects/1563191605/havenwood-horror-nightfall-at-camp-havenwood-0?ref=ending_soon,Games,Tabletop Games,"Indianapolis, IN",Indiana,Indianapolis,North America,usd,DNA Games LLC,8,10,2,0,0,0,290,15500,usd,20,0,1008,1,4,20,0,0
Miss Ora's Kitchen - Fried Chicken and Sweet Potato Biscuits,"A new restaurant by Vivian & Chef Stephanie of Sweet Potatoes, bringing heritage recipes for fried chicken & more to Trade Street WSNC.",https://www.kickstarter.com/projects/1569005417/miss-oras-kitchen-fried-chicken-and-sweet-potato-b?ref=ending_soon,Food,Restaurants,"Winston-Salem, NC",North Carolina,Winston-Salem,North America,usd,Vivian Joiner and Stephanie Tyson,0,2,1,1,0,0.5,0,18000,usd,30,0,464,1,0,6,0,1
HELP,"App automatically connects potential victim into camera recording, police reporting vigilante. Potential victim opens app and activates",https://www.kickstarter.com/projects/1570224993/help-0?ref=ending_soon,Technology,Learn more about accountability.,"Oakland, CA",California,Oakland,North America,usd,Daniel Connolly,0,2,1,0,0,0.5,0,48000,usd,32,0,262,0,0,0,0,0
Southern Charm Bakery and Spice,My business is in spices and desserts. I make my own blend of unique spices and desserts that will be used in a new restaurant.,https://www.kickstarter.com/projects/1570758845/southern-charm-bakery-and-spice?ref=ending_soon,Food,Food,"Gainesville, FL",Florida,Gainesville,North America,usd,Holly Nora,0,67,2,0,0,0,436,5000,usd,28,0,344,0,0,0,0,0
Keep Portland's Cathedral Park Jazz Festival FREE,Donate here and get free tickets to the benefit concert April 22nd featuring the Ezra Weiss Big Band with special guest Dayna Stephens!,https://www.kickstarter.com/projects/1571051540/keep-portlands-cathedral-park-jazz-festival-free?ref=ending_soon,Music,Jazz,"Portland, OR",Oregon,Portland,North America,usd,The Jazz Society of Oregon,2,2,1,0,0,0.5,894,12500,usd,28,0,299,1,0,0,0,0
"""Band of Brothers"" children's illustrated book - WWII","Bringing Easy Company, made famous by HBO's mini-series ""Band of Brothers"", to children to educate them on these heroes.",https://www.kickstarter.com/projects/1571924670/band-of-brothers-childrens-illustrated-book-wwii?ref=ending_soon,Publishing,Nonfiction,"Dallas, TX",Texas,Dallas,North America,usd,Chris Langlois,3,2,1,1,0,0.5,0,5500,usd,30,0,317,0,0,0,0,1
"Flourish Vibrational Haircare - pure, natural, and herbal","The formulas for Flourish are 100% pure, natural, botanical, and vibrationally attuned to help you reach your highest potential.",https://www.kickstarter.com/projects/1572224667/flourish-vibrational-haircare-pure-natural-and-her?ref=ending_soon,Fashion,Fashion,"Boulder, CO",Colorado,Boulder,North America,usd,Tara Celeste Spies,1,2,1,1,0,0.5,557,200,usd,22,0,203,1,0,0,0,1
The Times of Bill Cunningham,"An intimate story about renowned photographer, Bill Cunningham, based on an interview at Carnegie Hall in 1993. Unforgettable stories.",https://www.kickstarter.com/projects/157337043/the-times-of-bill-cunningham?ref=ending_soon,Film & Video,Documentary,"New York, NY",New York,New York,North America,usd,Mark Bozek,0,2,1,0,0,0.5,0,75000,usd,30,0,467,1,0,0,0,0
"LOT L Presents: ""THE COME UP"", a Christian Festival","Picture this! Live music, art, food, raffles, cook-offs, children activities, etc. Lets uplift the community together!",https://www.kickstarter.com/projects/1573865887/lot-l-presents-the-come-up-a-christian-festival?ref=ending_soon,Theater,Festivals,"Antioch, CA",California,Antioch,North America,usd,"LOT L Christian Entertainment, LLC",0,2,1,0,0,0.5,399,7000,usd,30,0,162,0,0,0,0,0
"Intersection Food Science and Culinary Arts, San Joaquin",We provide cooking classes to local youth to encourage them to create healthy meals for themselves and their families.,https://www.kickstarter.com/projects/1573897057/intersection-food-science-and-culinary-arts-san-jo?ref=ending_soon,Food,Community Gardens,"Stockton, CA",California,Stockton,North America,usd,Sydnee Kennedy,0,2,1,0,0,0.5,584,5000,usd,52,0,323,0,0,0,0,0
Discovering (& Sharing) Hope,A book designed to inspire practical hope for everyday life. It's also designed to share with others. No one should live without hope.,https://www.kickstarter.com/projects/1574700706/discovering-and-sharing-hope?ref=ending_soon,Publishing,Nonfiction,"Campbellsville, KY",Kentucky,Campbellsville,North America,usd,Ray Hollenbach,3,67,1,1,0,0.5,1336,5500,usd,30,0,721,1,0,0,0,1
Trinity of Awesome Returns!,"More Trinity of Awesome... fantasy, sci-fi, and pulp / investigative horror RPG adventures from the slimy pen of Venger As'Nas Satanis!",https://www.kickstarter.com/projects/1575519826/trinity-of-awesome-returns?ref=ending_soon,Games,Tabletop Games,"Sun Prairie, WI",Wisconsin,Sun Prairie,North America,usd,Venger Satanis,4,95,10,10,0,1,3325,1000,usd,32,0,1407,0,0,5,0,1
The Kinetic Series,This is the 3rd book in a 4 book series about a girl with abilities and an island where others are like her.,https://www.kickstarter.com/projects/157843376/the-kinetic-series?ref=ending_soon,Publishing,Young Adult,"St. Louis, MO",Missouri,St. Louis,North America,usd,Angel Stage,2,2,1,0,0,0.5,215,4000,usd,30,0,813,1,0,2,0,0
"TOTEM CARDS AND GIFTS. Creative Retail Downtown Madison, WI.","Animal Illustrator and creator of Urban Bird Greeting cards, Jennifer Doheny, brings creative retail to Downtown Madison, Wisconsin.",https://www.kickstarter.com/projects/157844165/totem-cards-and-gifts-creative-retail-downtown-mad?ref=ending_soon,Art,Illustration,"Madison, WI",Wisconsin,Madison,North America,usd,Jennifer Doheny,1,2,1,0,0,0.5,0,12000,usd,30,0,392,1,0,13,0,0
Jack Survival Multi Tool,"The Jack is designed to be the most useful tool possible for the outdoors. Countless uses, but it won't weigh you down.",https://www.kickstarter.com/projects/1579124648/jack-a-versatile-and-lightweight-survival-multi-to?ref=ending_soon,Technology,Hardware,"Edmond, OK",Oklahoma,Edmond,North America,usd,Cameron Benson,0,2,1,0,0,0.5,77,50000,usd,30,0,1090,1,0,9,1,0
Fishing. Dedication. Passion. Persistence. Happiness,"Show the world my passion, overview on how fishing can impact your life. Especially for children, get them outside, connect with nature",https://www.kickstarter.com/projects/1579238456/fishing-dedication-passion-persistence-happiness?ref=ending_soon,Film & Video,Documentary,"Mount Pocono, PA",Pennsylvania,Mount Pocono,North America,usd,Joshua Pilecki,0,2,1,0,0,0.5,329,2000,usd,29,0,306,1,0,0,0,0
OLLI - Earth's Favorite Flip-Flop!,"FAIR TRADE, Natural Rubber, and Biodegradable. Ultra comfort and Simple design all while making a difference. The perfect flip-flop!",https://www.kickstarter.com/projects/1579535712/olli-earths-favorite-flip-flop?ref=ending_soon,Fashion,Footwear,"Columbus, OH",Ohio,Columbus,North America,usd,Heather Shuster,6,185,1,1,0,0.5,565,10000,usd,30,1,1141,1,0,22,0,1
Operation Painting Rescue,"I need to rescue a collection of my paintings from a gallery that is closing. It's short notice, and I could use your help.",https://www.kickstarter.com/projects/1582055323/operation-painting-rescue?ref=ending_soon,Art,Painting,"San Diego, CA",California,San Diego,North America,usd,Sarah Soward,9,99,2,2,0,1,555,517,usd,24,0,787,1,0,30,0,1
Animation Studio,Lil Ron Ron animation studio built for speedy animations and longer episodes.,https://www.kickstarter.com/projects/1582235966/animation-studio?ref=ending_soon,Film & Video,Comedy,"Atlanta, GA",Georgia,Atlanta,Europe,usd,Lil Ron Ron,0,2,1,0,0,0.5,0,10000,usd,30,0,127,1,0,0,0,0
Legend: Hell's Executioner #2,Jakob Legend returns! Thanks for helping us make this comic a reality!,https://www.kickstarter.com/projects/1582272995/legend-hells-executioner-2?ref=ending_soon,Comics,Comic Books,"Washington, DC",Washington DC,Washington,North America,usd,John Daniel Taylor IV,45,176,23,17,1,0.761904762,623,2600,usd,41,0,188,1,0,43,0,1
Aegis Reliquary: Custom Box Expansion 1,Aegis Reliquary is your responsibly priced custom storage solution. We are so excited to bring you our second Kickstarter!,https://www.kickstarter.com/projects/1582900778/aegis-reliquary-custom-box-expansion-1?ref=ending_soon,Games,Games,"Denton, TX",Texas,Denton,North America,usd,BC Games Company,6,99,2,2,1,0,210,250,usd,30,0,1310,1,0,6,0,1
Mountain Landscape Prints,"More mountains, more places. Help me make prints of my charcoal on paper mountainous landscapes reach more people.",https://www.kickstarter.com/projects/1582946560/mountain-landscape-prints?ref=ending_soon,Art,Art,"Lincoln, NE",Nebraska,Lincoln,North America,usd,Bryan,3,2,1,0,0,0.5,453,300,usd,30,0,100,0,0,0,0,0
Tornado Chasers,This is a card game for people who are both fascinated and terrified of tornados!,https://www.kickstarter.com/projects/158344907/tornado-chasers-0?ref=ending_soon,Games,Tabletop Games,"Downers Grove, IL",Illinois,Downers Grove,North America,usd,David Wrublik,0,2,1,0,0,0.5,0,10000,usd,30,0,349,1,0,2,0,0
Westboroughopoly,In September our town is celebrating 300 years since it was founded in 1717 and I would really like to give back to the community.,https://www.kickstarter.com/projects/1584968715/westboroughopoly?ref=ending_soon,Games,Tabletop Games,"Westborough, MA",Massachusetts,Westborough,North America,usd,James,0,2,1,0,0,0.5,467,3000,usd,45,0,269,0,0,0,0,0
"Portal to the New Earth  Joshua Tree May 5-8, 2017","Experience Sound Immersions, Workshops, Portal Installations, Yoga, Music, Dance and Group Meals in a Beautiful High Desert Setting.",https://www.kickstarter.com/projects/1585392330/portal-to-the-new-earth-joshua-tree-may-5-8-2017?ref=ending_soon,Theater,Festivals,"Yucca Valley, CA",California,Yucca Valley,North America,usd,Harlan Emil,27,2,3,0,0,0,0,23144,usd,30,0,1046,1,0,5,0,0
New Camera,"In order to further my dream in photography, I need to replace a camera that was broken a cpl yrs ago.",https://www.kickstarter.com/projects/1585409128/new-camera?ref=ending_soon,Photography,Fine Art,"Warren, OH",Ohio,Warren,North America,usd,Rindi,0,2,1,0,0,0.5,169,3500,usd,30,0,227,0,0,0,0,0
The Black Prism Oracle,The Black Prism Oracle is a 13 card Oracle deck that can be used on it's own or in conjunction with a tarot deck to divine the unknown,https://www.kickstarter.com/projects/1590217907/the-black-prism-oracle?ref=ending_soon,Art,Illustration,"Los Angeles, CA",California,Los Angeles,North America,usd,Kelsey Showalter,7,127,2,2,0,1,84,3000,usd,31,0,273,0,0,9,0,1
Help Take This Save Lives,"The Take This AFK Room is a calming space at conventions for people who need it, staffed with life-saving volunteers and clinicians.",https://www.kickstarter.com/projects/1591467411/help-take-this-save-lives?ref=ending_soon,Games,Games,"Seattle, WA",Washington,Seattle,North America,usd,Take This,0,2,1,1,0,0.5,0,10000,usd,30,0,1950,1,0,17,0,1
Angel Talking truth to share with the world.,I was dying. No will to live. Angel spoke to me. Changed my life. Help me to Share the message with the world. My life changing story.,https://www.kickstarter.com/projects/1591728105/angel-talking-truth-to-share-with-the-world?ref=ending_soon,Music,Faith,"Santa Maria, CA",California,Santa Maria,North America,usd,Angel Talking,0,2,1,0,0,0.5,0,300000,usd,30,0,735,1,0,0,0,0
Solitary Nation Video Podcast,Solitary Nation is an important video podcast focusing on America's criminal justice system.,https://www.kickstarter.com/projects/1592884573/solitary-nation-video-podcast?ref=ending_soon,Journalism,Video,"Salt Lake City, UT",Utah,Salt Lake City,North America,usd,Matt Duhamel,0,2,1,0,0,0.5,0,800,usd,30,0,552,1,0,6,0,0
Blessed Designs Ethically Made T-shirts,The debut collection of sustainably & ethically made graphic shirts. Created to maintain comfort while still looking chic.,https://www.kickstarter.com/projects/1593368264/blessed-designs-ethically-made-t-shirts?ref=ending_soon,Fashion,Fashion,"San Antonio, TX",Texas,San Antonio,North America,usd,Sharmon Lebby,7,2,1,1,0,0.5,644,3000,usd,30,0,620,1,0,9,0,1
Wallet Keyfob for BMW cars,Own a newer BMW? Do you have comfort access? Tired of fat keyfobs? Then why not put that fob in your wallet?,https://www.kickstarter.com/projects/1596114658/bmw-wallet-keyfob?ref=ending_soon,Technology,Technology,"San Diego, CA",California,San Diego,North America,usd,Eddie Craven,4,145,1,0,0,0.5,501,2000,usd,30,0,271,1,0,0,1,0
The Parlor Ice Cream Co. Kickstarter,We're a Boston based small batch ice cream company that collaborates with local makers to spin up something special!,https://www.kickstarter.com/projects/1596197011/the-parlor-ice-cream-co-kickstarter?ref=ending_soon,Food,Small Batch,"Boston, MA",Massachusetts,Boston,North America,usd,Jacqueline Dole,0,2,1,1,0,0.5,1227,12000,usd,30,0,558,1,0,6,0,1
The G.P. Envision - Phase 1,"I am building a futuristic prototype for a zero gravity, controlled environment Gaming Pod to increase the game stimulating experience!",https://www.kickstarter.com/projects/1598023826/the-gp-envision-phase-1?ref=ending_soon,Design,Product Design,"Hillsboro, OR",Oregon,Hillsboro,North America,usd,Tyrone N. Murphy,5,1,2,0,0,0,185,585,usd,20,0,526,0,0,4,0,0
LuxeThreadCo,"A clothing boutique that provides modern, cute, wholesome clothing for adolescents. Christ Centered Organization. Handmade Items",https://www.kickstarter.com/projects/1598154508/luxethreadco?ref=ending_soon,Fashion,Apparel,"North Bergen, NJ",New Jersey,North Bergen,North America,usd,Ashley Harvey,0,2,1,0,0,0.5,11,40000,usd,45,0,209,0,0,0,0,0
In Memory We Are April Records LLC,Our music label is named after our sister that we lost through her battle with cancer.,https://www.kickstarter.com/projects/1599533823/in-memorywe-are-april-records-llc?ref=ending_soon,Music,Learn more about accountability.,"San Antonio, TX",Texas,San Antonio,North America,usd,Tyson,0,2,1,0,0,0.5,0,8000,usd,30,0,280,0,0,0,0,0
Omnivore Bowls,These deep bowls extend the Calamityware porcelain collection and graciously accommodate the wide range of foods that omnivores love.,https://www.kickstarter.com/projects/159974695/omnivore-bowls?ref=ending_soon,Design,Design,"Pittsburgh, PA",Pennsylvania,Pittsburgh,North America,usd,Don Moyer,130,92,26,25,0,0.96,59,20000,usd,30,0,938,1,0,9,0,1
Support The PreGame Radio Network,"We are looking for help so we can upgrade and add new equipment thus, making it possible for us to bring you better quality shows.",https://www.kickstarter.com/projects/1600105783/support-the-pregame-radio-network?ref=ending_soon,Music,Music,"Brooklyn, NY",New York,Brooklyn,North America,usd,Brooklyn Black,0,2,1,0,0,0.5,3024,3500,usd,30,0,356,0,0,0,0,0
La Casa de Vida Wellness Center,"La Casa de Vida Is an eco holistic wellness center, based on the concept of the ancient tradition of five element healing.",https://www.kickstarter.com/projects/1600282836/la-case-de-vida-wellness-center?ref=ending_soon,Food,Spaces,"San Juan, Puerto Rico",Puerto Rico,San Juan,South America,usd,"Jane G, Goldberg, Ph.D.",0,2,1,0,0,0.5,0,600000,usd,30,0,427,1,0,0,0,0
The Drinky Bat: Chug,"The mascot we NEED, DESERVE and WANT! Drinky bat Chug, is the first in a series of sculptures used to represent the culture of Austin.",https://www.kickstarter.com/projects/1603075060/the-drinky-bat-chug?ref=ending_soon,Art,Sculpture,"Austin, TX",Texas,Austin,North America,usd,Eric Micheal,0,2,1,0,0,0.5,112,1000,usd,30,0,369,0,0,0,0,0
Blulug,The world's best travel community in the palm of your hand. Meet travelers. Share your trips. Get inspired for your next adventure.,https://www.kickstarter.com/projects/1605739653/blulug-0?ref=ending_soon,Technology,Apps,"Brooklyn, NY",New York,Brooklyn,North America,usd,Fabio Villari,1,2,2,0,0,0,1665,5000,usd,30,0,717,1,2,4,1,0
THE SEXTONES MOONLIGHT VISION,"We are funding our debut album, Moonlight Vision with pre-order support from loving fans.",https://www.kickstarter.com/projects/1606210652/the-sextones-moonlight-vision?ref=ending_soon,Music,R&B,"Reno, NV",Nevada,Reno,North America,usd,The Sextones,0,2,1,1,0,0.5,0,1,usd,59,0,58,1,0,0,0,1
monOx - Carbon Monoxide SMART Analyzer for Scuba Divers,Carbon Monoxide SMART Analyzer for Scuba Divers,https://www.kickstarter.com/projects/1607113047/monox-carbon-monoxide-smart-analyzer-for-scuba-div?ref=ending_soon,Technology,Hardware,"Laguna Hills, CA",California,Laguna Hills,North America,usd,"DiveNav, Inc.",11,188,6,4,0,0.8,0,10000,usd,30,0,732,0,0,10,0,0
The Double Eagle Project,Solidifying the Camp Tahquitz brand through professional and entertaining digital shorts,https://www.kickstarter.com/projects/1607715382/the-double-eagle-project?ref=ending_soon,Film & Video,Film & Video,"Long Beach, CA",California,Long Beach,North America,usd,Kevin Folkerts,0,2,1,1,0,0.5,840,3000,usd,29,0,924,1,0,7,0,1
21 Black Sesame Seed Recipes. Life without processed food,21 Black Sesame Seed Recipes without processed foods incorporated in recipes. This is a life style choice and not a diet.,https://www.kickstarter.com/projects/1608650774/21-black-sesame-seed-recipes-life-without-processe?ref=ending_soon,Food,Cookbooks,"Atlanta, GA",Georgia,Atlanta,Europe,usd,Darek Birton,0,2,1,0,0,0.5,0,500,usd,30,0,213,0,0,0,0,0
Nicolette Cosmetics - Not Your Basic Makeup,Nicolette Cosmetics is a cosmetics brand for the everyday girl with a bit of an urban edge. Products are cruelty free and made in USA.,https://www.kickstarter.com/projects/1609236382/nicolette-cosmetics-not-your-basic-makeup?ref=ending_soon,Fashion,Fashion,"Boston, MA",Massachusetts,Boston,North America,usd,Dheandra Jack,0,2,1,0,0,0.5,1092,5000,usd,24,0,362,0,0,4,0,0
Emergency Portable Power Units for Disaster Victims,It is the goal of M-Pro Unlimited to give 300 Portable Power Units to Disaster Victims. As to educate the public to an alternative way.,https://www.kickstarter.com/projects/1609440388/emergency-portable-power-units-for-disaster-victim?ref=ending_soon,Technology,Technology,"Mobile, AL",Alabama,Mobile,North America,usd,M-Pro Unlimited Inc.,0,67,2,0,0,0,0,44700,usd,31,0,124,1,0,0,1,0
"ScentSationally Yours All Natural Deodorant, Loofah soaps.","I Make natural Deodorant, ALUMINUM has been documented and is in all deodorants in the market causing breast cancer need more materials",https://www.kickstarter.com/projects/1611123559/scentsationally-yours-all-natural-deodorant-loofah?ref=ending_soon,Crafts,DIY,"Glen Burnie Park, MD",Maryland,Glen Burnie Park,North America,usd,Gabriella Kelson,0,2,1,0,0,0.5,0,1000,usd,30,0,496,0,0,0,0,0
WHOOSH Towel Dryer,"Whoosh is an effective, eco-friendly solution to drying towels fast. Easy to install as it attaches to standard towel hangers.",https://www.kickstarter.com/projects/1611430701/whoosh-towel-dryer?ref=ending_soon,Technology,Gadgets,"Long Beach, CA",California,Long Beach,North America,usd,R Squared,2,67,1,0,0,0.5,693,53000,usd,30,0,919,1,0,13,1,0
Growing Food for our Community,"Join us on our mission to grow produce year-round in Juneau, and increase food security in Southeast Alaska.",https://www.kickstarter.com/projects/1612537183/growing-food-for-our-community?ref=ending_soon,Food,Farms,"Juneau, AK",Alaska,Juneau,North America,usd,Panhandle Produce,0,2,1,1,0,0.5,505,15000,usd,30,0,659,1,0,3,0,1
Foundations 4: Rise of the Mimics,Foundations 4 Rise of the Mimics! Perfectly nasty little creatures for any tabletop gaming experience.,https://www.kickstarter.com/projects/1613044699/foundations-4-rise-of-the-mimics?ref=ending_soon,Games,Tabletop Games,"North Smithfield, RI",Rhode Island,North Smithfield,North America,usd,Forge Prints,8,79,6,5,0,0.8,1,2000,usd,31,0,990,1,0,25,0,1
Spellslingers: The Fastest Game of Wit and Wizardry,"Strategy meets fun and fast gameplay! A game you can play anytime, anywhere, with anyone, regardless of your experience level!",https://www.kickstarter.com/projects/1614383599/spellslingers-the-fastest-game-of-wit-and-wizardry?ref=ending_soon,Games,Tabletop Games,"Greenville, SC",South Carolina,Greenville,North America,usd,Vincent Baker,17,172,2,1,1,0,1300,5000,usd,30,0,1275,1,2,19,0,1
Cthulhu: Premium Bust Statue,Reimagination of Cthulhu presented as a painted sculpture by artist Dominic Qwek,https://www.kickstarter.com/projects/161464728/cthulhu-premium-bust-statue?ref=ending_soon,Design,Product Design,"Irvine, CA",California,Irvine,North America,usd,Dominic Qwek,34,131,2,2,0,1,1345,20000,usd,36,0,353,1,0,12,1,1
Kittea: The Cute Cat Tea Pot Plush,We want to bring the Kittea plush to life in one week! Kittea is part of the Purrista Pawfee family of coffee & tea themed cats.,https://www.kickstarter.com/projects/1616607554/kittea-the-cute-cat-tea-pot-plush?ref=ending_soon,Crafts,Crafts,"Davis, CA",California,Davis,North America,usd,Holly Guenther,33,222,7,6,0,0.833333333,0,7000,usd,7,0,538,1,0,4,0,1
All In One Week: Cats and Dogs Sun Catcher Art,Etch a silhouette of a Cat or Dog on a green or blue pressed glass sun catcher. Select from our collection of breeds and poses.,https://www.kickstarter.com/projects/1617583480/all-in-one-week-cats-and-dogs-sun-catcher-art?ref=ending_soon,Art,Art,"Mission Viejo, CA",California,Mission Viejo,North America,usd,Susan Aquilino,0,67,3,3,0,1,0,150,usd,7,0,292,0,0,2,0,1
The Princess Escape,The Princess Escape is a story created by an adorable 7 year old girl and illustrated by her father.,https://www.kickstarter.com/projects/161795057/the-princess-escape?ref=ending_soon,Publishing,Children's Books,"Oakland, CA",California,Oakland,North America,usd,Jerl Laws,0,2,1,1,0,0.5,0,5000,usd,46,0,507,1,0,4,0,1
P.A.P.P.i.D.: Post Apocalyptic Pulitzer Prize in Drama,"In the darkness of nuclear holocaust, time brings together the board of six. Their job? To find the best new play of 2400, or else die.",https://www.kickstarter.com/projects/1618066760/pappid-post-apocalyptic-pulitzer-prize-in-drama?ref=ending_soon,Theater,Experimental,"St. Paul, MN",Minnesota,St. Paul,North America,usd,Jeremiah Liend,13,199,8,2,0,0.142857143,1330,3000,usd,60,0,404,1,1,0,0,1
Midland Center for the Arts Venus in Fur at AACTFest 2017,Center Stage Theatre's production of Venus in Fur is advancing to the AACTFest regional competition and needs your help to go!,https://www.kickstarter.com/projects/1619382686/midland-center-for-the-arts-venus-in-fur-at-aactfe?ref=ending_soon,Theater,Theater,"Midland, MI",Michigan,Midland,North America,usd,Midland Center for the Arts,0,67,2,2,0,1,0,3500,usd,37,0,419,1,0,0,0,1
Bib Burglar,The bib that can be reusable/disposable. The bib burglar will steal every crumb from your baby and help send it straight to the trash.,https://www.kickstarter.com/projects/1620542137/bib-burglar?ref=ending_soon,Food,Restaurants,"Monrovia, CA",California,Monrovia,North America,usd,Linda Cao,1,2,1,0,0,0.5,0,6500,usd,30,0,296,1,0,0,0,0
Pun-a-Day Calendar (2018),"Wordplay, quips, puns whatever you call them, I deliver.",https://www.kickstarter.com/projects/1620958229/pun-a-day-calendar?ref=ending_soon,Publishing,Calendars,"Fond du Lac, WI",Wisconsin,Fond du Lac,North America,usd,David Michael Williams,1,2,1,0,0,0.5,0,10000,usd,60,0,501,0,0,2,0,0
The Locksmith 3: Cry Me a River of Blood,Detective Mick Fagan returns as The Locksmith in this epic five volume mystery thriller where NOIR meets SCI-FI and FANTASY.,https://www.kickstarter.com/projects/1621377037/the-locksmith-issue-3?ref=ending_soon,Comics,Graphic Novels,"Los Angeles, CA",California,Los Angeles,North America,usd,Terrance Grace,61,123,4,3,0,0.666666667,427,3000,usd,30,0,1780,0,0,38,0,1
Celebrating Angels in Love,"#inLOVINGmemory of an unexpected loss. Celebrating Angels in Love necklace was created to serve as a symbol of hope, love and diversity",https://www.kickstarter.com/projects/162181651/celebrating-angels-in-love?ref=ending_soon,Fashion,Fashion,"Orlando, FL",Florida,Orlando,North America,usd,Angelina Woodard,0,2,1,0,0,0.5,3442,15000,usd,27,0,480,0,0,8,0,0
J.E.S.U.S.,I am working on a few songs that go hand and hand with the book I just self published. I need the support to help with music production,https://www.kickstarter.com/projects/1621872352/jesus?ref=ending_soon,Music,Faith,"Long Beach, CA",California,Long Beach,North America,usd,Victoria,0,2,1,0,0,0.5,0,2000,usd,30,0,290,1,0,0,0,0
NARF - an Activity Book for Humans,"A book of activities meant to disrupt and disturb ideas of appropriation, collaboration, and what it means to ""finish"" a work of art.",https://www.kickstarter.com/projects/1622699769/narf-an-activity-book-for-humans?ref=ending_soon,Art,Public Art,"Tucson, AZ",Arizona,Tucson,North America,usd,Ben F. Pawlowski,2,2,1,0,0,0.5,371,2000,usd,30,0,316,1,0,0,0,0
Twist-N-Crack,"Finally, a unique and easy to use Nut Cracker",https://www.kickstarter.com/projects/1625057081/twist-n-crack?ref=ending_soon,Design,Design,"Albany, OR",Oregon,Albany,North America,usd,Ted Bender,0,67,1,0,0,0.5,0,60000,usd,30,0,380,0,0,9,0,0
ARCANA: Secrets or Mysteries.,Inspired ice cream made by hand in small and thoughtful batches here in New Orleans.,https://www.kickstarter.com/projects/1625707362/arcana-creamery?ref=ending_soon,Food,Small Batch,"New Orleans, LA",Louisiana,New Orleans,North America,usd,Ryan Kurr,0,2,1,1,0,0.5,402,5500,usd,31,0,428,1,0,3,0,1
