"","x"
"526","Reimagination of Cthulhu presented as a painted sculpture by artist Dominic Qwek"
"527","We want to bring the Kittea plush to life in one week! Kittea is part of the Purrista Pawfee family of coffee & tea themed cats."
"528","Etch a silhouette of a Cat or Dog on a green or blue pressed glass sun catcher. Select from our collection of breeds and poses."
"529","The Princess Escape is a story created by an adorable 7 year old girl and illustrated by her father."
"530","In the darkness of nuclear holocaust, time brings together the board of six. Their job? To find the best new play of 2400, or else die."
"531","Center Stage Theatre's production of Venus in Fur is advancing to the AACTFest regional competition and needs your help to go!"
"532","The bib that can be reusable/disposable. The bib burglar will steal every crumb from your baby and help send it straight to the trash."
"533","Wordplay, quips, puns whatever you call them, I deliver."
"534","Detective Mick Fagan returns as The Locksmith in this epic five volume mystery thriller where NOIR meets SCI-FI and FANTASY."
"535","#inLOVINGmemory of an unexpected loss. Celebrating Angels in Love necklace was created to serve as a symbol of hope, love and diversity"
"536","I am working on a few songs that go hand and hand with the book I just self published. I need the support to help with music production"
"537","A book of activities meant to disrupt and disturb ideas of appropriation, collaboration, and what it means to ""finish"" a work of art."
"538","Finally, a unique and easy to use Nut Cracker"
"539","Inspired ice cream made by hand in small and thoughtful batches here in New Orleans."
"540","Pets in Houston are wide and varying everything from dogs and cats to peacocks and micro pigs! Lets create a book to highlight them!"
"541","My name is Kira Viveiros (Christina), I am 16 and trying to raise money for my first album ""Convinced Anyway"". Would love some help!"
"542","Over 30 flavors of the most mouth watering frosting your tongue has ever touched!"
"543","I have the opportunity to work with a multiple Grammy award-winning producer. Please donate anything you can!"
"544","Bringing a piece of Cotter, Arkansas back to life by renovating the old hardware store into a modern, welcoming bed & breakfast."
"545","For a while now I have been writing poetry and 2 of my poems have won awards, I would like to pursue that passion and be published"
"546","Get organized with the revolver inspired aluminum rotating pen (or anything else!) holder. Made in the USA!"
"547","Reality Television Show that will follow the lives of UCLA MBA students starting a business company from scratch."
"548","Strength training your glutes, eight strong exercises specially designed to give you the curves you want in a fun 30 minute workout."
"549","Axios Bee Works is a bee hosting service and educational resource for religious congregations and individuals in the Seattle area."
"550","Help us make our film a quality reality! We are two senior college students working to leave our legacy with a kick-ass film!"
"551","A multifaceted exhibition project considering geological, cultural, economic, and evolutionary histories."
"552","This is a presale for new merch from Eyeris Wide! Also to preorder our new album!"
"553","An adult coloring book based off of my original paintings."
"554","Follow Little Narwhal as he meets Puffin, Moose and other animals who teach readers that they are special just the way they are._ Fosters learning through art and science while encouraging self-acceptance for children._ Includes 8 pages of fun facts!"
"555","Everything you need. Everywhere you GO."
"556","In a silly cartoon lampooning healthcare, a naive idiot lets his insurer pick his doctor. All-in-1 KS for short and SCREENING PARTY!"
"557","I am making a book of my India photos. I think it is going to be wonderful and want your help."
"558","This upcoming studio release from Cosmic Americana outfit 'Los Federales' (5 piece) could confidently be described as decadent."
"559","Team survival meets social deduction in this space-themed game of sabotage for 3-6 players."
"560","The Worldês First Visual Candle. Reveals a hidden image as it burns. Hand poured with natural soy wax & scented with perfume-grade oils"
"561","We are revolutionizing the convention going experience, changing the way people make friends and connect with each other."
"562","A film that delves deep into the difficult questions of the comfort women issue."
"563","Hand crafted black iron table tennis blades. We are trying to bring about a electromagnetic rubberless table tennis blade."
"564","Missed the campaign but still want to help? Hit the Pledge Now button below to get to our Backerkit store!"
"565","Do not underestimate the value in ridiculing and taunting psychopaths, sociopaths, narcissists, antisocial-personality disordered,_kleptocratic bullies."
"566","Dan wants a super stylish Collective Man Hat but can't afford one on his own. Help Dan's dream come true by purchasing your own hat!"
"567","Our food truck will serve fresh, organic food to anyone and everyone. Vegan and gluten free options."
"568","Starla encounters the android Icivious in this action packed 4th issue of T.I.T.S. Issues #1-3 available as well (first prints!)"
"569","M Design is more than just Vegan Fashion - by wearing my creations you help animals and our Mother Earth, all while looking awesome!"
"570","Developing an app to change the world that animal and pet lovers live in. Hopefully will be able to show you all soon."
"571","The goal of this project is to making an attachment that will make multi-op machining material much easier and quicker than ever."
"572","Strip Straps are removable ankle straps for flip flops that turn your flops into a rugged sandal hybrid, perfect for outdoor adventure."
"573","Open submission indie-comic zine showcasing talented young professionals in the bay area."
"574","Help us raise additional funds for rehearsal space, dancer and musician stipends, and costumes for a new dance work in Durham, NC !"
"575","Seafood fraud is happening everywhere. We are building a traceability system for all restaurant guests to track fish from dock to dish"
"576","Barista Alley, a specialty coffee shop and smoothie bar grand opening on Friday, March 31, 2017 @ 2pm"
"577","Social media networking at its best for a purpose and with a purpose. For recovering addicts and alcoholics on the road to recovery."
"578","A dark figure searches for a mysterious film that holds the key to the worlds survival."
"579","Extra is a residential cleaning service on demand. We are so close to finish and kit out this amazing app."
"580","A custom, fantasy set of 54 unique playing cards (4 suits, 13 cards per suit, 2 Jokers)"
"581","In this adrenaline pumping, action-adventure/superhero comedy, Mopy joins forces with a zany superhero to stop an ancient evil."
"582","A limited edition gold lapel pin in partnership with the local dance music possy Bodega Bass Records."
"583","The Prep Packs Survival Belt allows you to carry all of the essentials for outdoor survival inside your belt buckle."
"584","Watch as Lightning Fast overcomes her past in a deadly game of cat and mouse. Forcing a show down that will quake the very earth."
"585","It is our goal to provide nothing but quality products with stand out designs that fellow riders will take pride in wearing."
"586","To document the marginalization of the Rohingya ethic group, who have been forced to abandon their homes due to persecution in Myanmar."
"587","Contemporary and functional wooden hooks that utilize hidden magnets."
"588","Sick and tired of wasting money on chemicals and plastic bottles, we decided to make all-natural soap for all your household needs."
"589","A documentary to help bring awareness and support to the humanitarian issues facing the people of Mozambique, Africa."
"590","A sorcerer_ saves a girl from flesh-eating demons. After trying to use magic to find her friends, heês trapped in a vision of the past--one that will help him save the world and the girl he loves."
"591","This is a Horror/Thriller with his own twist. Something new and that is never been done before."
"592","Humans are strange. Especially behind closed doors. In Clover Complex, we expose the significance of an idiosyncratic moment."
"593","DIY- Plans for a Folding Greenhouse. Folds flat for easy storage, fits on apartment deck. 8 lbs, PVC pipe- 4ft tall x 3ft wide x 5ft"
"594","Use virtually any type of nut to make fresh, delicious and chemical-free nut milk at home in minutes"
"595","We want to put Lisa Frank's iconic artwork on our high quality & cruelty-free makeup! Help bring this collab to life!"
"596","Wesley will perform and record the famous and challenging Bach Double Violin Concerto at the Los Angeles Summer Music Institute."
"597","I am researching and writing a major book on Mississippi Freedom Summer, a pivotal moment in the American civil rights movement."
"598","My first pin design, a hard enamel skull pin inspired in part by Midas."
"599","A children's book that invites kids and kids-at-heart to read fun poems and color directly in the book (gasp!)."
"600","We're making an always-ready solution for turning your iPhone into a Professional Photo / Live Streaming / Video Taking Device."
"601","CommonHarry.com is an online store and journal documenting the fashions and lifestyles of people of the African diaspora."
"602","creating a show that gives a comedic, inside look to a job not many people know much about"
"603","A short about a broken journalist who comes home to rural Florida searching for redemption, only to find out he's no longer welcome."
"604","PETS is an intuitive programming learning kit. Kids can program its movement with tangible command blocks by inserting them to PETS."
"605","Raising awareness for the struggles that the LGBTQIA community face every day & showing our pride and strength to fight for our rights!"
"606","Empowering students by innovative technology that allows smartphones to become their new ""STUDENT ID"". A secure and personal platform"
"607","This is meant to entertain so take it as you well but what if a boring family had a friend that could travel through time and..."
"608","Last year,I lost nearly everything I own when I left a terrible relationship. I am eager to make soap again,and bring back Rozy Lenore!"
"609","The First Multi Purpose Double Walled Stainless Steel Bottle! Mixer // Fruit // Coffee // Tea Infuser"
"610","ReWire is an educational game providing a skill set to help promote confidence, resilience, and hopefulness in traumatized individuals."
"611","Engage Passengers"
"612","Vital tools to build a strong ""Love Tunnel"" to prevent challenges from destroying your spiritual, mental and physical well-being."
"613","Mat DuJour is the first ever drying mat with utensil pockets. Mat DuJour will give homes the organization and design they deserve."
"614","My goal is to create the best handcrafted guitar/bass Pedalboards for active musicians using hardwood from the Colorado front range"
"615","Soft shirts made in the US from 100% recycled plastic bottles. Join us in revolutionizing the apparel industry one shirt at a time!"
"616","We are so grateful for your support for ""Forever BUZZed"". All of our songs have been recorded and our CD will be in production soon. Can't wait to share our music with you!"
"617","TMD is a social network bringing together talented individual to promote their work and expand their fan base all talents are welcomed"
"618","Enn is minimalist magnetic brooch with an added function; to keep your AirPods in place within reach. -So you won't lose them."
"619","Many of us experience tragedy, trauma, addiction, injustices, and failures. But by God's grace, those things do not define us."
"620","Lumos scans a patient's retina & identifies glaucoma risk so patients without access to eye doctors can automatically detect glaucoma ."
"621","I make handcrafted functional pottery including mugs, tumblers, bowls, vases, and miniatures, and need a kiln and electric wheel."
"622","We are excited and invite you to join us in two big, surprising anthologies featuring Mr. A., The Hero, V? and...."
"623","This mom is making it easier to put thoughtful lunch notes & drawings in kids' lunch boxes with creative prompts and perforated pages!"
"624","An encounter with the people and politics involved in Wisconsin's latest abortion restriction, and it's national implications."
"625","We want to make 6 or 7 30-minute television programs that celebrate our region, its history, its people and some of its idiosyncrasies."
"626","Platonic Solids is a place people can come together and bring their ideas to life.The fabric of our reality is the visions we create."
"627","Developing a media training and management company to help small businesses become experts on-air and online in their respective fields"
"628","I want children to be able to read a book that shows there are many types of families and to embrace the differences."
"629","Sisters Sarah and Rachel are bringing magical music with an album called Fairytales and Colored Dreams. Worldwide release of Neverland in June, 2017!"
"630","Hello! Fox Print Creations is trying to get enough money to buy and make a new line of buttons for their artist alley business."
"631","A culturally diverse, research-based, standards aligned and FUN reading readiness program to engage ""Digital Age Early Learners"""
"632","We're curating value, uniqueness and inclusiveness and we're making it easier for you to show your love in your own personal way!"
"633","Follow the adventures of #PocketGoat, by Instagram and now by mail."
"634","An immersive, interactive book for the iPad intended for children K-4 (or anyone that likes awesome things)."
"635","A collection of shots from Kanye West's 'Saint Pablo Tour' during his stop in Cleveland Ohio. This book is a 38pg 9 x 12in hardcover."
"636","The Empowered Mom is like a Mommy, but with an attitude. It encourages women to step out of the shadow of others."
"637","House of Royalty is an alcohol on demand delivery app. We make retailers apps for their store and we provide the drivers for delivery."
"638","The world of mobile gaming is massive. We want to take a look into the world of ""in app spenders"" and how they maintain their habits."
"639","Grandson of a nazi death camp escapee, son of a communism defecting political refugee, and a Polish American only son of two chaplains."
"640","Be a part of the new Oswald comic line with the first 3 issues in the series."
"641","The Arthurian is a luxury deck of playing cards inspired by the King Arthur Legend illustrated in the style of The Book of Kells."
"642","MobileSchlagen is a backyard, tailgate, mobile nail-hammering game. A fun, yet challenging & competitive game of skill and strategy!"
"643","""Rescue Cats"" is a comic book about rescue cats that attain super powers and decide they want to rescue other cats and even some humans"
"644","Delta Kappa Alpha (Epsilon Chapter) presents Cree, a modern short horror film about a young man suffering from depression."
"645","A young woman escapes death and hides in a traveling circus, until her past catches up with her and she is forced to make a choice."
"646","Fantasy Visual Novel / Dating Sim that combines enchanting artwork, engaging story and fun mini games into an unforgettable adventure! Missed the campaign? Pre-Order on Backerkit now!"
"647","100 Short Stories by 100 Authors. All genres. No holds barred. A celebration of short-short fiction."
"648","HubPi Cam integrates a USB Hub, a USB Camera and connects to Pi Zero W with is Pogo Pins and does not require any soldering."
"649","A showroom full of surfboards and a shaping room where you can come and watch boards being crafted and talk story with the shaper too!"
"650","Shave & Grooming Subscriptions with Attitude - Natural Shaving Products - Personalized Shave Kits Unique Groomsmen Gifts"
"651","This book will cover an exhaustive knowledge of my experiences with finding/landing a job. Its a how to guide for new job seekers!"
"652","Halloween 2017 preorders being accepted now. You pledge a certain amount and you get one of the new props shipped to you this fall."
"653","Our first year of competitive BBQ showed us that we were on our way with some awesome finishes. Next year, the sky's the limit!"
"654","A personal refillable zen garden made with mini chocolate chips, a chocolate covered pretzel zen rake, and chocolate rocks to decorate."
"655","Creating website for people to share goals, large and small. It will inspire and motivate people to achieve their goals."
"656","Innovative GoPro Housing. Replaceable lens, 6 colors, instant access, longer mounting neck, keeps the GoPro secure in hurricane winds"
"657","That Is My Sheep: An endless adventure riding a horse in a jungle catching your sheep while keeping your self safe from jungle beasts."
"658","My novel, Imposter, will soon be released. But how will the public know? I know... Let's hire some professional marketing help!"
"659","We have been creating laugh out loud Jamaican comedy,And wants to bring the same comedy international for our fans abroad to enjoy"
"660","Bringing a positive light and pride to the beautiful island of Puerto Rico by sharing love and art with the world."
"661","Scifi futuristic action packed comic with a 50's pizza delivery car gang who work in a world infested with giant insects and Monsters."
"662","In this fantasy, worlds collide. Live Action Role Playing Game (LARP) knights set out to reclaim the castle and discover so much more."
"663","Subscription base travel site. Subscribe every 3 months, and recieve 3 weekend vacations to major U.S. Cities. ""Love the Life You Lead"""
"664","He is a struggling comic book artist. She is a Hollywood starlet. He dreams about her. She doesn't know he exists. Until they meet..."
"665","NightLit is a mobile application for entertainment events. Our mobile app allows everyday consumers to social network and share events."
"666","Introducing the Primal Conceps ""LUCILLE"" product line based from the popular television show The Walking Dead. Made exclusively in USA."
"667","NanoClear is a unique liquid that at the molecular level prevents algae formation on aquarium glass and stones"
"668","A 3-toed hard enamel friend who reminds you to slow down and smell the hibiscus"
"669","Unique, eco-friendly messenger bag designed for professionals, students, busy moms, commuters and travelers."
"670","World First Real 32"" Wheel Bike! After the big 36er bicycle for very tall riders, DirtySixer introduce the 32er bicycles for all tall."
"671","For you tall and super tall, the real, big DirtySixer Road and MTB bikes are here! Hand fabricated in CA with 36-inch wheels."
"672","I created Run Safe NYC in response to the violence against runners in 2016. We promote awareness & sell personal safety products."
"673","Small Towns Rising is training new activists in the fight for inclusion, love and justice, one living room training at a time."
"674","We manufacture guitar/bass amps and speaker cabinets. Shape your tone with our effects and mount them on our pedalboards."
"675","Susan McKeown and I are making an album of Irish & English folk songs arranged with electric guitar, rock drums and much more. Join us!"
"676","Get back to the basics with Simply Food. A food tracker that helps you meet your nutrition goals based off a specific, targeted diet."
"677","A documentary about the precarious world of rural Nepal, where people face astonishing hardships to lift themselves out of poverty."
"678","Blessed 2 Bless creates original t-shirts that will creatively change the world."
"679","Ever wanted to star in your own TV show or Comic Book? Now you can! Your support makes you a character in this apocalyptic tale!"
"680","Making budget for S'MM Spring/Summer 2018 Collection!!!! S'MM is minimal feminine women's wear brand based in New York."
"681","Black Ink. Examining the contributions to the comic book industry by people of color."
"682","3D Sticky notes with the implication of figure-ground illusion and human evolution. So which one do you see, face or vase?"
"683","Monsters & Cheese is a fun, drafting, press your luck style game, that challenges kids and adults to make the best Monster Party!"
"684","We are looking to upgrade our studio and equipment to make more episodes and an overall better show"
"685","A workshop production of my play 'you do not look' at Signature's Ford Studio, presented by Columbia University."
"686","We are creating & premiering the 92 min film score LIVE & synched with a screening of the film. 1st in NYC. Then in a theater near you!"
"687","Alternative Facts is a party game Where you get to alter the facts just like the professionals do. (http://kickingitforward.org)"
"688","Publishing is expensive. Your generous contribution will go towards helping my second collection of poetry hit store shelves near you."
"689","Recording a new single, new t-shirt design, logo stickers and fresh new artwork."
"690","Goody Good by Brandon Stewart and Alex Bauman is a laugh-out-loud tragedy for the whole family."
"691","Support for production of the hottest up and coming webisode to take over the internet."
"692","The story of a hardened infantry captain, betrayed and left for dead-and the chilling plot she uncovers in her quest for revenge."
"693","The trading card set 57 years in the making, featuring on-card autograph cards and original sketch cards!"
"694","Three exclusive prints commenting on the reversal of prestige shared by the film and television industries in our modern era."
"695","I am a visual artist and I have created this project to show my artwork. I want to everyone can enjoy my work in an amazing exhibition."
"696","Hi This is just A project to get some support for a new banner page for the series The Blue Dragon"
"697","LGN aims to provide the most personal golf information website to the widest range of people, from the tour pro to the young kid."
"698","Planter Box is a monthly subscription service for succulents and plants."
"699","The first ever, feature length, CGI animated film of The Pilgrim's Progress. Campaign #2 will bring Worldly Wiseman to life!!!"
"700","Political commentary, comic strip/cartoon to explain human rights issues and feminism to mi hijo. Born from Women's March of Jan. 2017"
"701","Music honoring the exquisite and inseverable dance of death and life."
"702","Rosetta Guitar is a guitar learning program based on visual reference and pattern recognition."
"703","The most useful, complete 3-in-1 mobile office complete with a lapdesk, chair and bag that allows for work and play on-the-go. Click on the Follow along button and Pre-Order yours today!"
"704","Like Short Sci-Fi Stories? You'll love our new anthology of 21 original stories from established and up-and-coming authors!"
"705","Year 5488, long after a mass-extinction event, humans re-emerge on the Earth's surface to find Demon-like creatures now rule the world."
"706","Planning on adding fenders, paint job, bumper, and lights. It took a lot of work to get to this point. I hope i don't wreck it."
"707","Steampunk adventure following a young Sky Pirate named Myer. Planned launch in 2-3 years"
"708","An exhibit that displays and explores the past and present of everyday objects made by incarcerated people in Philadelphia."
"709","We're doing one more batch of scarves! This will be our final print of this design so get them while you can!"
"710","A young college aged man is down and out. Addicted to a substance with no help, but from an uncle who meets unfortunate circumstances."
"711","Acticated charcoal products are trending and we have it all! Black Peel Masks, Whitening Tooth paste, Black Sugar Scrub!"
"712","A new dark comedy play about a man who creates a robot to love him unconditionally. But he may have programmed her too well."
"713","Simplistic New DIY Clothing Brand! DIY Style That MATCHES Your Current Style --- (CLICK HERE)"
"714","There is a film festival called My RODE Reel that a bunch of friends and I are joining. And we need your help to make this possible!"
"715","This April I will be hiking and photographing the first 200 miles of the Appalachian Trail."
"716","The MIniCool is the first outdoor cooling and misting system designed to cool the interior of your patio so you can enjoy the outdoors."
"717","Stressin' is a jeans distressing company that provides a great service for a reasonable price."
"718","Animated flipbook card game with a Zodiac theme!"
"719","Slow descent into madness while battling to break free from an opiate addicted husband in a downward spiral."
"720","Solution to the challenge you knew you always had"
"721","We are a shaved ice stand that makes the best cones around we use only the best quality flavors and the best filtered ice for everyone"
"722","""The Republic"" is a short film that acts as a metaphor of society's inherent resistance to change."
"723","Stuck In A Book offer a personalized story experience encouraging confidence as well as teaching acceptance of ourselves and others."
"724","I'm recording new album, to be produced by Hunt Sales. Some amazing musicians are on board, but I need your help to complete it!"
"725","My living with heart disease for 50 years. 4 Heart Attacks, quadruple & triple bypass, stents, pacemaker and a glimpse of Heaven"
"726","we want to build a custom food trailer to expand our services to more locations so everybody can enjoy real street tacos :)"
"727","The Kite and the Boy is a children's picture book exploring the theme of unconditional love in a way that is accessible for children."
"728","A download featuring 2 salacious songs, ""SIZE!"" and ""Eternal Bliss/Satan's Kiss"",2 political ones, ""Hunker Down"" and ""Guillotine"""
"729","worldês 1st SaaS based, human centric, Fully Functional, end-to-end, demand & supply side productivity platform across categories"
"730","Ramsay Wise has been asked to create backdrops for the Maplewood Barn Theatre's summer 2017 production. They need help financing it."
"731","The best tasting Bloody Mary Anytime. Individual single serving packets you take with you. At home or on the go."
"732","""Chasing Storms"" is my second studio EP. I am very excited for the opportunity to share these songs with you."
"733","The Senior Project is a compilation of the work of a student photographer capturing the life of seniors at Walt Whitman HS."
"734","This new multi-tiered spherical Ikea Garden is the perfect garden to feed your whole family."
"735","Let's Make Hallyu Dreams Become Reality for REAL!"
"736","Hello I am creating A fantasy art book full of colorful mythical creatures, magic, and Scenery."
"737","When you produce the best tasting beef sticks you just have to share them with the World!!"
"738","Wooden coasters that have rustic feel with a modern touch. Made with terrific hardwood species and finished with a protective coating."
"739","We all have wondered what we would look like as a cartoon, so why not Toon-Me?"
"740","Pixme2 is a free portfolio messaging app for actors to ""Video Audition"" in the new digital media world. Anyplace, anytime, and free."
"741","Unique 28mm miniatures for tabletop RPG, wargaming or painting."
"742","We plan to rescue, relocate, and repurpose, a historic Little Red Brick House, to be incorporated into a riverfront amphitheater."
"743","We are looking to expand our production capabilities, and to cater to a larger segment of the population by offering more colors."
"744","A moving and timely short film about trans identity, the medical industry, and one woman's search for friendship and community."
"745","Neuron Kits starting from $39. Discover our easy-to-use tools for STEM Education."
"746","A new film that aims to dispel the myth that living child-free is weird, selfish or somehow wrong. You can still donate at tokidornottokid.com"
"747","The Pastie Project is a book documenting hundreds of burlesque pasties, helping to preserve a part of burlesque costume history."
"748","Anti-catfish social networking website, so that people in this digital age can meet reliable people for business or romance."
"749","The NFC key fob that helps you locate your car & exchange contact info in one tap! Use it for access to your apartment or office."
"750","A father and master of a 300-year-old bridge weaving tradition struggles to maintain his culture as his daughter tries to escape it."
"751","Sometimes, I think I wasn't born in this town at all. Every day I'm one step closer to contacting my home planet."
"752","Zipper Bag Hanger is the kitchen storage solution. It will help take away your stresses from the kitchen."
"753","New York's Giordano's intends to present their Petite Shoe Store concept ONLINE specializing in Hard-To-Find sizes 4-51/2 only."
"754","This project will be teaching children about combining music with technology and how modern music is composed with modular synthesizers"
"755","Shoes designed for both men & women combining the versatility of EVA foam with the classic design of a driving loafer!"
"756","This work was inspired by the famous photos of World War II, ""Victory Kiss"""
"757","It will be made out of aluminum not of wood as the photo shows. You can hang on the wall or from the ceiling. It can store any type box"
"758","I am a young aspiring choreographer looking for a way to make my visions a reality."
"759","A collection of original comic short stories from the San Diego based art group, the Accidental Aliens!"
"760","Using nothing but the internet and a library card, this host aims to turn the next generation into educated and engaged individuals."
"761","The Class of 2017 will make their industry debut in a special NYC Showcase - but we need your help to get there!"
"762","Award winning female filmmakers working to tell complex, layered stories."
"763","A bi-weekly show that answers strange & bizarre questions from the net. Little Chicken & Yapy attempt to answer in a whimsical way."
"764","A simple and convenient way to filter out unwanted content from your movies and television shows and make money doing it."
"765","J R TEK Gear Hoodie design for working out, walking the dog or taking a jog. Experience the freedom of hands free communication!"
"766","Spin, click and twist your way to better focus with ""Fidget Widget."" A handheld device made with fidgeters in mind."
"767","Itês the fun of the outdoor game of bags but with Dice and a much smaller scale making it portable and perfect for indoors or outdoors."
"768","It's cooler and far more authentic than Boho and owes more to the original folk look"
"769","Merrill and His Lives includes 7 different screenplays, following Merrill through life, time, love and reincarnation.... as a cat."
"770","Spooky short story graphic novel. A psychological thriller and ghost story."
"771","Bringing Anxiety Fox to life.. in plush form!"
"772","User buildable sign board from 1-128 digits in any shape or combination of three colors. Program by USB, RS232/485, 802.11 wireless."
"773","A candid documentary depicting real life struggles in making the critically acclaimed WWII feature film, ""The Thundering 8th"""
"774","Bringing the life-changing quality of fresh juicing to the convenience of everyday life. Local vitality with doorstep delivery."
"775","Vibe Tyrant is a new fully illustrated book exploring the madness of love through oil painting, comic art and magazine layout technique"
"776","A Big Kid From a Small Town My Melodys sound similar to pain but speak of Hope My Lyrics are a Mix of regret and faith"
"777","I want to create an application for the modern city using photo from local residence to make suggestions for improvement."
"778","The Nebraska Jazz Orchestra celebrates its 40th anniversary with live recordings of 11 tunes and 11 great guests on one fantastic CD!"
"779","Slay Ruthless and Unique beasts in procedurally generated levels, can you be the one to find the Mythical treasure and become a hero?"
"780","First of it's kind Greek Restaurant in Cartagena, Colombia"
"781","I have a new podcast on Itunes, Soundcloud, and Tune In. I am hoping to invest in a slightly better mic and soundproofing material."
"782","RUAWALK is designed to break the boredom and maximize the effects of walking with a dynamic walking program and synchronized RUAMUSIC."
"783","The cleanest emissions of any gasoline operated vehicle on the planet. Installs on any fuel injected engine."
"784","Brokerpronto connects ready home buyers at a property with a ready agent in a 5-10 mi radius.Agents pay monthly membership fee of $79"
"785","I want to make a film for the Sundance Film Festival based on my book ""Rain"""
"786","This is a dance themed rpg, where your objective is to become the best dancer"
"787","Our full collection is now available for purchase at marianellasoap.com!"
"788","An illustrated short story about an experience I had after a good friend died. She shares a beautiful story about her life with me."
"789","The Arrow Coffeehouse is opening our second location with a joint venture, Kitchenhood Commissary!"
"790","Premium menswear designed to get you from the office, to the gym, & everywhere in between. Made in California."
"791","2 brothers of opposite lifestyles, one a playboy the other a hard working chef, have their lives flipped inadvertently upside down!"
"792","Pre-order my latest album of original songs featuring world-class artists I've met during my time on the road. Did you miss pre-orders? Buy your album today on Bandcamp!"
"793","Zero is a time-travel experience. It's Galaxy's first album and is an exploration through time and space."
"794","Feed and interact with your dogs and cats anytime and anywhere you go. Sego - Dedicated to delivering a better life."
"795","This self help book advocates full use of talent and maximization of potential. Take none of your God Given gifts to the grave."
"796","We live in a digital age and it is important to stay connected. PCG keeps your active lifestyle moving forward."
"797","TeeLow, the author of the ""Open Letter"" Series, is working to produce the next installment, ""Dear America"" about drugs in America."
"798","Just taking the bits and pieces of stories that I have shared and decided to tell them from the beginning to the end"
"799","I have developed the plot for a series of 4 short stories I am writing, each with the same main character. They are about time travel."
"800","We have developed a way to extend the quality lifetime of your favorite razors to 400% or more. I haven't bought a razor in 3 months!"
"801","Wherehab is a rehab review site. Designed to create accountability in a very shady industry."
"802","Converted shipping container food vendors that will embrace food creativity and contribute to the growing food culture in Vancouver, WA"
"803","Wah! is putting out a new album and wants you to be an integral part! This CD celebrates her 20th year touring & recording!"
"804","When the planned line of events for the day strays off, six individuals find themselves in a TANGENT."
"805","Star Mentors Publishing is proud to present Becoming the Idol, a guide to success in the Entertainment and Music Industries"
"806","KIDS COOKBOOK with simple and healthy recipes for parents & kids team. My goal is to teach kids a super fun experience for a lifetime."
"807","Lots have asked for a long time.... So here it is....I'm finally recording a cd of my original songs!"
"808","Within a 200 mile radius of Vermont's capitol, we want to activate and nurture a textile and fashion supply chain, from the ground up."
"809","99.7 The Bear is a non-profit learning based radio station that is in need of a better learning center."
"810","A hackable, Roman-themed conference badge, featuring LEDs, digital audio, a multiplayer fighting game, rechargeable battery and more."
"811","New REFORMULATED bars that have TWICE the PROTEIN and 1/2 the sugar & carbs. FREE of: Gluten, Grains, Soy, Dairy & Refined Sugar."
"812","This project is to raise $150,000 for Episode Two. If we raise $750,000 we will make four additional episodes to complete the story."
"813","Your donation will help the Boston University Allegrettos release a single this semester! All we need now is your help."
"814","My dad is a professional pianist in France, and I live in Burlington, VT. I'm raising money to get him over here to give a concert."
"815","Inspired by hobo nickels from the Great Depression, Hobo Coins are heritage you can carry! 100% Made in the USA."
"816","Help me bring my album to the finish line!"
"817","After surviving a werewolf attack and cursed with Lycanthropy, Police Detective Jack Myers becomes a private detective."
"818","Apparel with a powerful message, to support humanity and unite the world as one."
"819","""It's Personal"" is a performance group in L.A. sharing some of the best, funniest, scariest, truthful moments on stage."
"820","Cryogenic Psychedelic Black Drama Set in Nederland, CO. ... Love on Ice, Immortality for the Common Man, a Town with a Secret"
"821","From a group of friends comes a comic series about space and aliens thatêll be available digitally and in print"
"822","This short film about two strangers portrays themes of isolation, abandonment, harassment, and how these relate to the LGBTQ community."
"823","Big, bold perpetual date calendars celebrating awesome fonts with a great history."
"824","Publishing a law review article on the world's first case to prosecute sexual slavery as a war crime in a national court - and win."
"825","A fast-paced, tabletop adventure game where hopeful heroes embark on a quest to get gold, kill dragons, and fight for ultimate victory!"
"826","Women's premium clothing made from organic cotton. Purpose: Give back to kids in foster care."
"827","A comedy about the tragedy that dating has become"
"828","Two people who decide to get together for the first time distract themselves with conversation."
"829","Multi-cultural Christian children's picture book that encourages children to see beyond skin tones and fosters feelings of belonging."
"830","Eternal Flame is a novelette of The Eternal Trilogy that introduces you to two new and very important characters"
"831","This is definitely not like your Dad's wallet! Click on the red box below to get these items and more!"
"832","An original musical and intimately choreographed dance piece, AND THE MOON is a queer romance with an all-women cast."
"833","A vengeful Xin comes to America to unravel the mysteries of her uncle's death."
"834","A hands free, bluetooth singing bowl that uses sound exciters to create tones by resonating its structure - Just like the real thing!"
"835","A found-footage horror film which follows a group of teenagers on a ghost hunt and ends up being more than they had expected..."
"836","A monthly subscription box offering affordable miniature terrain pieces for tabletop RPGs like Dungeons & Dragons, Pathfinder, and more"
"837","This album has been a long time in the making. I cannot wait to get this music to ya'll and I would greatly appreciate your support!"
"838","Two friends are about to embark on a quest to bring the world what it needs - THEE best condiment recipes - and we need your support."
"839","Hello and thanks for visiting. This project is 4+ years in the making. We appreciate your support. We are confident and ready to go."
"840","After wanting to sell my product with Heatonist in Brooklyn, I decided to produce 250 bottles of two of my favorite hot sauce recipes!"
"841","Hello there! TheCraftyWhiteFox here! Working on my first ever illustration/coloring book and I need YOUR help to make it possible!"
"842","Our program, age specific in it's focus, teaches,analyzes,monitors and gives feedback information on the performance of a pitcher."
"843","Introducing the world's first - one of the most nutritious and sustainable sources, closed in the capsules made with cricket flour."
